Artist,Title,Lyrics,URL
Kiki & Kika,Easy Busy,"You can be
Strawberry and cream
This game is like a color by numbers
Say with me
What you wanna be
Just believe your life is a dream

Baby it's so very easy
A lemon squeezy
You begin to feel in the pink
Say you're happy with a sing song
A merry go round
The sunshine is the light in your eyes

So baby let me hear you sing it
Easy busy lemon squeezy
Let the music take you round and round
Go easy busy lemon squeezy

So baby let me hear you sing it
Easy busy lemon squeezy
Let the music take you round and round
Go easy busy lemon squeezy

Run with me
Easy to believe
So you can be my fantasy lover
You can be
What you wanna be
Dancin' to the music supreme","https://www.eurobeat-prime.com/lyrics.php?lyrics=33
"
Kiki & Kika,Eurobeat Beat Boom,"Beat beat boom we're rockin' the night
Never say it's over when you feel alright
Beat beat free that's my paradise
Para para dancin'
Gimme some romancin'

Oh baby celebrate everybody
And never stop your feet
Shake your hands together in the sky

Eurobeat beat boom
Eurobeat beat baby
Get a kick to the beat
Dancin' thru the night
Eurobeat beat boom
Eurobeat beat baby
You're a freak to the beat
It's a boom boom boom
Eurobeat beat boom
Eurobeat beat baby
Geat a kick to the beat
Dancin' thru the night
Eurobeat beat boom
Eurobeat beat baby
You're a freak to the beat
It's a boom boom boom

Beat beat time, we're two of a kind
Gotta be so happy when you feel alright
Boom boom beat that's easy to try
Para - para dancin'
Music takes your fancy","https://www.eurobeat-prime.com/lyrics.php?lyrics=599
"
Kiki & Kika,Jam Jam Jam,"Get on down
And join the celebration
Just let the feelin' move in your direction

Havin' fun
Baby work your body
Wanna be a-jammin' tonight

And everybody's movin' together
And when the night is hot with disco fever
Turn on the power babe
Jump into the jam, sing it

Jam jam jam
Come everybody dance
And beat the rhythm of life together
Jam jam jam
Now everybody jam
You feel the fever now is burnin' wilder

Jam jam jam
Come everybody dance
And work your body to disco-fever
Jam jam jam
Now everybody jam
You feel the fever now is burnin' wild

Get on down
We're gettin' really groovy
The sound of music gonna make you crazy

Jammin' round
Gotta stick together
Baby say you'll never give in","https://www.eurobeat-prime.com/lyrics.php?lyrics=607
"
Kiki & Kika,Jungle Night,"Everybody's ready
Shakin' to the music
It's a special night
Make me feel so crazy
Dance your body baby
I'm gonna take you higher

Hi hi
I wanna dig time
Down in the wildlife
Wanna feel I'm in the jungle
Hey hey
You're goin' my way
Go bang together to the beat of the drum

Tonight is a jungle night
Everybody's ready and they feel alright
Feel me tonight
Jungle night
Everybody's groovin'
Baby wanna jungle the night along
Tonight is a jungle night
Everybody's ready and they're havin' fun
Feel me tonight
Jungle night
Everybody's groovin'
Baby now we jungle the night, the night along

Step into the rhythm
Hold on to the feelin'
It's a magic night
Gotta be fantastic
Bye my love plastic
Tonight I'm gettin' higher","https://www.eurobeat-prime.com/lyrics.php?lyrics=674
"
Kiki & Kika,Snake Dance,"Round and round
In a midoshi magic oh - oh - weh - oh
Hear the gong
Look the serpent is coming oh - oh - weh - oh

The kiss of your fang
I wanna hiss and jingle
Big year of the snake yeah
Yeah yeah
Yeah yeah
Yeah!

Oh baby follow in a
Snake dance I'm moving with you
A round and round emotion
I keep feeling for you
Oh baby snake dance
I'm dancing with you
Hey hey
You you
I wanna feel your babe

Snake dance I'm moving with you
A round and round emotion
I keep feeling for you
Oh baby snake dance
I'm dancing with you
Hey hey
You you
I wanna feel your snake dance

Coiling up
In a stronger emotion oh - oh - weh - oh
Freedom, go
In a moving creation oh - oh - weh - oh","https://www.eurobeat-prime.com/lyrics.php?lyrics=280
"
Kiki & Kika,Sunshine In My Life,"Spinnin' like a planet
In your arms
You kiss me round
Make me shine forever
Never lost together into the night
Crazy for your
Lovin'

Angel by my side, love you like
The sunshine in my life
We'll never never be lonely together
Watch me babe
Feel my heart on fire

Sunshine in my life
Your smile in my heart's my little light
In the nighttime
Sunshine in my life you make me feel
Happy happy with you
Sunshine in my life
Your smile in my heart's my little light
In the nighttime
Sunshine in my life you make me feel
Happy happy with you

Everytime I need my 
Clear blue sky
You make me day
Take away the sorrow
I can see tomorrow stars in your eyes
Crazy for me
Babe","https://www.eurobeat-prime.com/lyrics.php?lyrics=212
"
Kiki & Kika Feat. Goofy DJ,My Name Is Goofy,"Dancin' like a crocodile you're jammin'
The music faster
(Aha! spinnin' like a twister!)
Will you be my special DJ
(Mhhm - show you the way)
Show me the way

Get together, let's go crazy
(Hit the beat ? oh hear, hit the beat! aha)
Clap your hands no everybody 
Dancin' to the rhythm of the night

Your name is Goofy, Goofy, Goofy DJ
(Yes, I know it's funny, but Goffy is my name)
And I saw Goofy, Goofy, show me the way
(Now I'll be your DJ, I'll show you how to play)
Your name is Goofy, Goofy, Goofy DJ
(Oh yes, I know it's funny, but Goofy is my name)
And I saw Goofy, Goofy, show me the way
(Hey hey hey, boy's and girls!)
Your name is Goofy
(Goofy is my name!)

Ready for the crazy - hazy dancin'
My baby lover -
(Oh, rockin' like a monster)
Could you be my special DJ - 
(Tonight I'll show you the way)
Show me the way

(Goofy is my name)
Everybody take somebody
Show them how to dance
(Oh yeah, aha !)","https://www.eurobeat-prime.com/lyrics.php?lyrics=339
"
Kim Loren,Happy News,"If you can look into my eyes
You can see the sweetest passion lost into the night
If you can search the lovely light
Everynight a sweet sensation will be high

We are running out of the time together
Babe touch me kiss me now
Love is around forever high
Set me free you can see, till the morning light
All my lovely side

Happy news deep inside my heart
My best sensation, will make me
Forever your lady
Happy news deep inside my heart
Stay with me set me free and make me higher
Happy news deep inside my heart
Sweet warm reaction
Will make me forever your babe
Happy news from my lucky star
Stay with me, set me free
Don't stop the night

If you can live in harmony
Everyday you will discover all my best desire
If you can change my destiny
Everyday you can relight my fire","https://www.eurobeat-prime.com/lyrics.php?lyrics=885
"
Kim Loren,The Logical Song,"Hey hey
Give me the night
Shake your head
To the rhythm of music
Unforgettable
Unintentional love
Take me to the disco

If you look for a man
Clap your hands
If you look 4 a boy
Like a toy
If you're looking for love
In your heart
Take a new sensation
Move in right direction

Movin' on movin' on movin' on
C'mon to the dance
To the logical song
Everyday and every night I'm full of passion

Movin' on movin' on movin' on
Listen to the sound
To the logical song
Is the crazy way of love, easy connection
Listen to the song

Hey hey
All right all right
I'm so wonder and full of illusions
It's incredible
Strong indelible love
Movin' to the music","https://www.eurobeat-prime.com/lyrics.php?lyrics=544
"
Kim Loren,Waiting For Your Love,"You are my life (my life)
You are my destiny
A lovely simphony
In my mind

Forever you and me
Forever I can see
The passion deep inside your heart
Your exstasy

Waiting for your love
Now I'm waiting for your love
Everyday I live without control
In my soul

Waiting for your love
Now I'm waiting for your love
Everynight
You're deep inside my soul
You're deep inside my soul

Stop the night (the night)
You are my only light
My precious melody
Set me free","https://www.eurobeat-prime.com/lyrics.php?lyrics=485
"
Kimmy,Fly Away,"You take my breath away, you are my lover
And never be the same, you gonna take me down

Tell me, tell me baby
How you drive me crazy
Now I'm coming back to you
Come on come on baby
You... waiting for me

I wish you fly away
You feel the starlight in a magic place
I'll never be your game
I'm your passion tonight
And my dream is alright
I wish you fly away
You feel the starlight in a magic place
And love you night and day
What a beautiful life
when I'm kissing you right

You are my only one, I run on fire
And every single day, you gonna take me down","https://www.eurobeat-prime.com/lyrics.php?lyrics=3658
"
Kimmy,My Oh My,"My oh my...
I'm dancing... with my radio
To rock this night... Oh my...
Come on baby ""Hurry up""
My oh my...
I'm living... in a video
You get me right... Oh my...
Push me baby ""Hurry up""
Come on baby ""Hurry up""

Hey you
I'm around these feelings
Want you
And I need to love me too
For you
All the time is magic, coming in
When the night is falling

I wanna fly to you
And I'll be waiting baby
I just can't stop with you
You take me just allright
Ready to go
Running too low
Everybody - Ariariao
You love me

My oh my
I'm dancing with my radio
To rock this night
Come on baby ""Hurry up""
My oh my
I'm living in a video
You get me right
Like your little sexy lady

My oh my
I'm dancing with my radio
And back in time
Push me baby ""Hurry up""
My oh my
I'm living in a video
You get me right on saturday night
Ohohohoho

Tell you
I survive on rhythm
Please you
Can't you take me over you
And now
All my life I'm waiting on a line
When surprise is calling","https://www.eurobeat-prime.com/lyrics.php?lyrics=3465
"
King & Queen,1999,"Leavin' 99 we're really having a good time
Over &amp; over now
Show me just tonight
The way to follow the light... I wanna fly

Let it go, let it go
We gotta party
Time has run away
Time is rolling now
We got a ticket to ride the night
Baby don't go
Stay here... all right

1999 It's really magic tonight
Switch on the light of fire
Bye bye 99 we're ready to celebrate
A special moment with you so tender
1999 look out the window tonight
Somebody keep on dancing
Bye bye 99 rise up your hands, so let's go
We got a ticket to fly together

Time is passing by
We have a lot of fun &amp; joy
Forever &amp; ever, so
Like a ray of light
I feel the music tonight
Just me &amp; you","https://www.eurobeat-prime.com/lyrics.php?lyrics=2251
"
King & Queen,Big In Japan,"I wanna tell you my name is go go
And you can listen to me babe
I wanna give you music &amp; fever
I wanna give you all my feelings

Japan Japan I'm ready to come
Don't be afraid just waiting for...
For this night take you high
You can hear me tonight
Don't you keep me hangin' on
Dance the floor

Big in Japan go baby go
I'm ready to take you high
Big in Japan will you let me know
I wanna feel: all your need is love
Come on yeah!!!
Big in Japan ready to go
I'm ready to dance the night
Big in Japan wanna kiss you more
And more again till the morning lite
Come on and take it easy

The funny sisters couple of coconuts
We won't be like Thelma &amp; Louise
Gonna be happy happy to see ya
We're gonna make it big together","https://www.eurobeat-prime.com/lyrics.php?lyrics=1083
"
